"LEVEL"	"TAXA"	"Project_248"	"Project_SSputum-dil-DNase-cDNA"	"Project_SSputum-dil-DNase-RAB"	"Project_SSputum-dil-no-cDNA"	"Project_SSputum-dil-no-RAB"	"Project_SSputum-DNase-cDNA"	"Project_SSputum-DNase-RAB"	"Project_SSputum-no-cDNA"	"Project_SSputum-no-RAB"
"replicon"	"337289620"	0	2	0	0	0	5	1	1	0
"replicon"	"338202319"	0	0	0	0	0	0	0	1	0
"replicon"	"338202336"	1	0	0	0	0	0	0	0	0
"replicon"	"338202359"	0	5	0	0	0	10	8	2	0
"replicon"	"338736863"	0	0	4	0	0	1	0	0	0
"replicon"	"339441064"	0	0	0	0	0	0	0	1	0
"replicon"	"339484941"	0	1	0	0	0	16	0	3	0
"replicon"	"339492077"	0	5	1	0	0	5	2	6	0
"replicon"	"339511346"	0	0	0	0	0	0	0	1	0
"replicon"	"339511347"	0	0	0	0	0	0	0	1	0
"replicon"	"339511365"	0	0	0	0	0	0	0	2	0
"replicon"	"339511366"	1	0	0	0	0	0	0	0	0
"replicon"	"339905954"	0	0	0	0	0	1	0	0	0
"replicon"	"339998036"	0	5	2	0	0	7	4	0	0
"replicon"	"340008351"	0	0	0	0	0	0	1	0	0
"replicon"	"340397867"	75	72	143	74	4	168	79	188	2
"replicon"	"340620779"	0	0	0	0	0	5	1	0	0
"replicon"	"340785197"	0	10	8	4	0	38	21	26	0
"replicon"	"340789630"	0	0	0	0	0	1	0	0	0
"replicon"	"340792956"	1	116	27	0	0	295	41	5	0
"replicon"	"342162671"	27	56	3	40	0	86	55	224	2
"replicon"	"342164902"	29	0	0	0	0	0	0	2	0
"replicon"	"344205421"	0	351	146	45	1	326	112	976	1
"replicon"	"344332697"	0	0	0	0	0	5	4	0	0
"replicon"	"344332706"	0	0	0	0	0	2	2	0	0
"replicon"	"344915202"	0	11	8	4	0	25	13	15	0
"replicon"	"345297184"	0	62	63	4	0	125	63	15	0
"replicon"	"34539880"	9	11	7	2	0	30	12	11	0
"replicon"	"345428590"	2	862	1130	80	6	2376	2150	434	6
"replicon"	"346683061"	0	0	1	0	0	0	0	0	0
"replicon"	"347430512"	0	3	0	0	0	0	0	0	0
"replicon"	"347524522"	0	0	0	0	0	2	0	0	0
"replicon"	"347526385"	0	0	0	0	0	1	0	0	0
"replicon"	"347533700"	0	0	0	0	0	0	0	1	0
"replicon"	"347750429"	0	3	0	1	0	2	0	0	0
"replicon"	"347750441"	0	0	0	0	0	1	0	0	0
"replicon"	"348025247"	0	1	0	0	0	1	0	0	0
"replicon"	"350268398"	0	0	0	0	0	2	0	0	0
"replicon"	"350280512"	0	219	391	226	374	301	569	1182	345
"replicon"	"350280524"	0	267	479	294	433	390	667	1320	406
"replicon"	"350280536"	0	146	350	214	311	263	451	946	284
"replicon"	"350280584"	0	0	2	0	0	0	1	0	0
"replicon"	"350280606"	0	0	3	0	0	0	0	0	0
"replicon"	"352516173"	0	12	0	0	0	8	0	0	0
"replicon"	"352683411"	0	0	0	0	2	4	1	2	0
"replicon"	"352962797"	0	0	2	0	0	0	0	0	0
"replicon"	"352962809"	0	0	0	0	0	0	3	0	0
"replicon"	"352962821"	0	0	0	0	0	0	1	0	0
"replicon"	"352962833"	0	0	1	0	0	0	0	0	0
"replicon"	"352962857"	0	1	2	0	0	0	0	0	0
"replicon"	"352962869"	0	2	9	0	0	3	6	0	0
"replicon"	"352962881"	0	1	14	0	0	1	6	0	0
"replicon"	"352962893"	0	1	2	0	0	0	1	0	0
"replicon"	"360034408"	0	0	0	0	0	1	0	4	0
"replicon"	"365961730"	9	50	0	0	0	14	33	0	0
"replicon"	"365963975"	15	61	0	0	0	9	31	0	0
"replicon"	"365966241"	0	0	2	0	0	7	7	0	0
"replicon"	"365968300"	0	31	70	6	1	92	68	38	0
"replicon"	"365972921"	10	59	0	1	0	4	21	1	0
"replicon"	"3688477"	0	0	0	2	0	0	0	1	0
"replicon"	"371486894"	0	0	0	0	0	1	0	0	0
"replicon"	"372486701"	0	3	0	0	0	1	0	4	0
"replicon"	"373447175"	0	0	1	2	0	2	0	1	1
"replicon"	"373447414"	0	0	0	0	0	0	0	2	0
"replicon"	"373447653"	0	0	2	0	0	1	0	1	0
"replicon"	"373447891"	0	0	0	2	0	0	0	2	0
"replicon"	"373448133"	0	1	1	2	0	0	0	4	0
"replicon"	"373448367"	0	2	0	1	0	0	0	0	0
"replicon"	"373448604"	0	0	1	1	1	0	0	2	0
"replicon"	"373448847"	0	0	4	2	0	0	0	4	0
"replicon"	"373449076"	0	0	3	1	0	0	0	7	0
"replicon"	"373449318"	0	0	0	0	1	0	0	4	0
"replicon"	"373449558"	0	1	0	0	0	0	0	2	0
"replicon"	"374307319"	57	16	0	20	0	39	27	13	0
"replicon"	"374337044"	2	0	0	1	0	1	1	3	0
"replicon"	"374531244"	0	0	0	1	0	0	0	27	0
"replicon"	"374531645"	0	0	0	0	0	0	0	5	0
"replicon"	"375133618"	0	178	62	0	0	103	61	7	0
"replicon"	"37524032"	0	1	2	0	0	0	0	0	0
"replicon"	"375253814"	74	91	78	12	0	223	72	34	0
"replicon"	"375256816"	0	22	5	0	0	45	31	3	0
"replicon"	"375264031"	0	0	1	0	0	2	1	0	0
"replicon"	"375282101"	0	0	0	0	0	1	3	0	0
"replicon"	"375287586"	0	3	0	0	0	6	0	0	0
"replicon"	"375289729"	0	0	0	0	0	0	0	10	0
"replicon"	"375291975"	0	0	0	8	1	2	0	61	1
"replicon"	"375356399"	4	9	0	8	1	10	4	24	0
"replicon"	"37551435"	0	0	4	1	0	1	0	0	1
"replicon"	"376241700"	0	2	0	16	1	1	0	61	1
"replicon"	"376244562"	0	0	0	0	0	0	0	11	0
"replicon"	"376247367"	0	0	0	0	0	0	0	1	1
"replicon"	"376250168"	0	1	0	1	0	0	0	4	0
"replicon"	"376253128"	0	1	0	17	0	0	0	90	0
"replicon"	"376256018"	0	0	0	0	0	0	0	3	0
"replicon"	"376274175"	0	0	0	0	0	0	1	0	0
"replicon"	"376276498"	0	0	0	0	0	0	0	1	0
"replicon"	"376283503"	0	1	0	14	0	5	0	70	1
"replicon"	"376286528"	0	0	0	5	0	0	0	39	0
"replicon"	"376289208"	0	0	0	10	1	2	0	50	1
"replicon"	"376292118"	0	0	0	4	1	1	0	63	2
"replicon"	"377520096"	0	18	10	4	1	28	20	17	1
"replicon"	"377542923"	0	0	0	0	0	0	0	1	0
"replicon"	"377807001"	0	1	0	0	0	0	0	0	0
"replicon"	"377808757"	0	0	0	0	0	0	0	2	0
"replicon"	"377808793"	0	0	1	0	0	2	0	0	0
"replicon"	"378443454"	0	3	3	0	0	6	0	0	0
"replicon"	"378448274"	0	0	1	0	0	8	1	1	0
"replicon"	"378696079"	0	643	630	268	13	1765	1050	658	16
"replicon"	"378697983"	0	1	0	0	0	3	0	0	0
"replicon"	"378710836"	0	25	8	1	0	55	19	8	0
"replicon"	"378715377"	0	0	0	0	0	0	0	2	0
"replicon"	"378764971"	0	0	0	0	0	0	1	0	0
"replicon"	"378773696"	0	33	10	1	1	81	36	9	0
"replicon"	"378947941"	0	13	21	2	1	354	12	14	0
"replicon"	"378953804"	0	1	1	0	0	3	0	0	0
"replicon"	"378958130"	0	1	1	0	0	6	0	1	0
"replicon"	"378962821"	0	0	0	2	0	0	0	0	0
"replicon"	"378972501"	0	0	0	0	0	1	0	0	0
"replicon"	"378973567"	0	0	0	0	0	2	0	0	0
"replicon"	"378975690"	0	0	0	0	0	1	0	0	0
"replicon"	"378975832"	0	0	0	1	0	0	0	15	0
"replicon"	"378975985"	0	0	0	7	0	0	0	44	0
"replicon"	"378976146"	0	0	0	0	0	0	0	1	0
"replicon"	"378976153"	0	0	0	0	0	0	0	1	0
"replicon"	"378976159"	0	38	22	235	3	66	41	1103	8
"replicon"	"378982542"	0	5	0	2	0	4	0	24	1
"replicon"	"378987264"	0	0	0	1	0	0	0	3	0
"replicon"	"378987404"	0	2	1	0	0	10	1	0	0
"replicon"	"379013365"	0	29	27	19	0	66	57	27	0
"replicon"	"379019812"	0	22	36	22	0	70	52	25	0
"replicon"	"379699217"	0	0	3	0	0	5	0	0	0
"replicon"	"379704392"	0	5	22	0	0	7	20	3	0
"replicon"	"379706264"	0	1	0	0	0	7	0	0	0
"replicon"	"379714283"	0	3	1	0	0	5	0	0	0
"replicon"	"379726618"	0	0	0	0	0	0	0	1	0
"replicon"	"379744720"	0	0	0	0	0	1	0	2	0
"replicon"	"379759437"	0	0	0	0	0	0	0	1	0
"replicon"	"379793806"	0	0	0	0	0	1	0	0	0
"replicon"	"379794527"	0	24	21	2	0	42	50	2	0
"replicon"	"38018022"	0	0	0	0	0	1	1	0	0
"replicon"	"380710182"	0	8	55	0	0	30	134	1	0
"replicon"	"380710190"	0	14	80	0	0	36	174	1	0
"replicon"	"380710198"	0	13	39	1	0	40	185	0	0
"replicon"	"380710206"	0	13	109	1	0	52	260	0	0
"replicon"	"380710214"	0	16	81	1	0	47	153	0	0
"replicon"	"380710222"	0	10	68	1	0	29	199	1	0
"replicon"	"380710230"	0	16	72	0	0	42	145	0	0
"replicon"	"380710238"	0	13	55	0	0	30	147	0	0
"replicon"	"380710246"	0	12	65	0	0	30	189	0	0
"replicon"	"380710254"	0	17	51	0	0	33	170	0	0
"replicon"	"380710264"	0	15	57	0	0	36	190	0	0
"replicon"	"380710272"	0	13	50	0	0	36	197	0	0
"replicon"	"380710280"	0	13	50	1	0	37	172	1	0
"replicon"	"380776962"	0	1	0	25	0	2	0	108	0
"replicon"	"381335653"	0	0	0	0	0	2	0	2	0
"replicon"	"38229112"	0	0	0	1	0	0	0	1	0
"replicon"	"38232642"	0	1	0	2	0	2	0	16	0
"replicon"	"383187966"	0	0	0	0	0	10	8	0	0
"replicon"	"383309625"	0	33	10	2	0	84	38	16	0
"replicon"	"383313191"	0	3	1	0	0	7	0	0	0
"replicon"	"383327320"	0	1	0	1	0	5	3	2	0
"replicon"	"383479207"	0	1	1	3	0	3	0	0	0
"replicon"	"383484660"	0	0	0	0	0	2	0	0	0
"replicon"	"38348858"	0	1	3	10	2	1	0	14	2
"replicon"	"383493132"	0	1	1	0	0	3	0	2	0
"replicon"	"383494824"	0	1	0	0	0	7	0	0	0
"replicon"	"383755859"	0	0	0	0	0	1	0	0	0
"replicon"	"383843664"	0	0	0	0	0	1	0	0	0
"replicon"	"383843665"	0	0	0	0	0	0	0	4	0
"replicon"	"383843666"	1	0	0	0	2	0	0	3	0
"replicon"	"384120592"	0	0	4	0	0	11	13	1	0
"replicon"	"384124469"	0	5	4	1	0	8	12	4	0
"replicon"	"384129960"	0	220	296	220	8	550	409	448	4
"replicon"	"384133676"	0	0	0	2	0	0	1	5	0
"replicon"	"384133685"	0	0	0	39	2	4	0	45	0
"replicon"	"384137007"	0	3	4	1	0	19	11	1	0
"replicon"	"384141246"	0	214	288	245	7	505	328	426	8
"replicon"	"384145110"	0	0	0	0	0	0	0	1	0
"replicon"	"384177910"	0	0	2	0	0	1	0	0	0
"replicon"	"384189768"	1	0	0	0	0	0	0	0	0
"replicon"	"384194622"	0	0	0	1	0	0	0	1	0
"replicon"	"384196195"	0	1	0	3	0	4	0	21	0
"replicon"	"384198022"	0	0	0	1	0	5	0	1	0
"replicon"	"384200575"	2	1	0	0	0	2	0	8	0
"replicon"	"384202563"	0	1	0	7	0	1	0	15	0
"replicon"	"384222553"	0	0	0	0	0	0	0	1	0
"replicon"	"384255905"	0	5	1	0	0	17	9	0	0
"replicon"	"384412706"	0	7	6	0	0	12	17	0	0
"replicon"	"384417079"	0	0	3	0	0	1	0	0	0
"replicon"	"384425691"	0	1	1	0	0	0	0	0	0
"replicon"	"384442354"	0	0	0	0	0	1	0	0	0
"replicon"	"384503605"	0	1	1	0	0	3	1	0	0
"replicon"	"384505696"	0	1	0	0	0	1	1	0	0
"replicon"	"384507788"	0	2	0	0	0	4	0	0	0
"replicon"	"384509884"	0	2	1	0	0	2	0	0	0
"replicon"	"384511964"	0	29	5	15	1	66	48	45	0
"replicon"	"384514544"	0	2	1	0	0	12	0	0	0
"replicon"	"384516725"	0	37	11	23	1	80	65	70	2
"replicon"	"384519623"	0	0	0	5	0	0	0	2	0
"replicon"	"384519696"	0	0	0	1	0	0	0	0	0
"replicon"	"384519756"	0	0	0	0	0	0	0	2	0
"replicon"	"384541560"	0	0	0	0	0	0	0	3	0
"replicon"	"384541569"	0	0	0	0	0	0	0	5	0
"replicon"	"384541581"	0	12	15	3	0	38	9	10	0
"replicon"	"384545954"	0	0	0	0	0	0	0	2	0
"replicon"	"384546269"	0	26	46	5	0	68	38	16	0
"replicon"	"384548923"	0	20	22	4	0	62	70	10	0
"replicon"	"384597744"	0	2	0	26	0	1	0	107	0
"replicon"	"384860682"	0	35	25	18	0	105	60	26	0
"replicon"	"384863363"	0	0	0	8	0	1	0	1	0
"replicon"	"384863396"	0	28	27	20	1	79	68	41	0
"replicon"	"384865886"	0	37	25	10	0	82	50	13	0
"replicon"	"384868588"	0	34	31	15	1	102	61	24	2
"replicon"	"385202809"	0	15	154	2	0	66	254	0	0
"replicon"	"385202810"	0	14	94	0	0	41	160	0	0
"replicon"	"385202811"	0	194	1248	3	0	586	2620	1	0
"replicon"	"385202812"	0	11	35	0	0	20	75	0	0
"replicon"	"385202813"	0	8	77	0	0	24	168	0	0
"replicon"	"385202814"	0	5	49	0	0	10	98	1	0
"replicon"	"385235550"	0	141	190	235	8	382	256	438	5
"replicon"	"385239402"	0	0	0	5	0	0	1	7	0
"replicon"	"385239413"	0	1	0	13	0	0	0	9	0
"replicon"	"385323172"	0	87	52	17	0	194	129	137	4
"replicon"	"385327372"	0	418	107	6	0	1136	199	102	0
"replicon"	"385334895"	0	5	3	4	0	20	10	116	0
"replicon"	"385337120"	0	114	165	5	0	303	259	128	1
"replicon"	"385339062"	0	183	488	11	0	434	411	110	0
"replicon"	"385340991"	0	418	84	14	0	1073	211	76	1
"replicon"	"385780298"	0	29	29	15	0	83	38	26	0
"replicon"	"385782932"	0	0	0	0	0	0	0	1	0
"replicon"	"385782956"	0	11	5	0	0	20	14	0	0
"replicon"	"385785459"	0	0	0	0	0	1	0	0	0
"replicon"	"385806437"	0	2	1	0	0	8	1	0	0
"replicon"	"385811786"	0	13	19	48	0	34	7	244	0
"replicon"	"385814818"	0	0	0	0	0	0	0	3	0
"replicon"	"385816611"	0	0	0	0	0	5	3	3	0
"replicon"	"385818461"	1	0	0	0	0	0	0	0	0
"replicon"	"385818534"	0	4	1	0	0	7	11	5	0
"replicon"	"385821700"	0	2	1	1	0	13	2	7	0
"replicon"	"385824947"	0	7	3	1	0	15	10	2	0
"replicon"	"385826720"	0	35	43	115	10	149	137	361	5
"replicon"	"385829555"	0	0	0	0	0	2	0	0	0
"replicon"	"385829589"	0	2	0	0	0	0	1	0	0
"replicon"	"385833938"	0	31	58	103	5	144	154	275	8
"replicon"	"385836969"	0	0	0	0	0	0	1	0	0
"replicon"	"385839613"	0	0	0	0	0	0	0	5	0
"replicon"	"385839804"	0	0	0	1	0	0	0	0	0
"replicon"	"385839818"	0	1	0	1	0	4	3	0	0
"replicon"	"385850283"	0	158	224	14	0	460	286	119	2
"replicon"	"385852231"	1	94	151	7	0	235	183	80	0
"replicon"	"385854193"	0	114	46	14	0	272	93	113	0
"replicon"	"385856165"	0	230	45	4	0	639	100	72	1
"replicon"	"386009639"	0	1	0	0	0	99	0	0	0
"replicon"	"386014600"	0	0	0	0	0	1	1	0	0
"replicon"	"386018640"	0	10	0	0	0	11	1	2	0
"replicon"	"386022942"	7	70	0	0	0	20	5	0	0
"replicon"	"386032579"	0	33	25	230	8	69	46	1152	7
"replicon"	"386037709"	0	0	0	0	0	0	0	6	0
"replicon"	"386056071"	0	61	32	176	1	181	48	1973	0
"replicon"	"386062973"	0	63	23	331	1	173	45	2870	3
"replicon"	"386069650"	2	31	0	0	0	13	16	0	0
"replicon"	"386077236"	0	0	0	0	0	5	0	0	0
"replicon"	"386083114"	0	0	0	0	0	1	0	0	0
"replicon"	"386085705"	3	17	51	1	0	67	26	6	0
"replicon"	"386263233"	0	701	818	357	11	2283	1529	767	13
"replicon"	"386265029"	0	707	651	485	20	1861	1023	876	11
"replicon"	"386307442"	0	1	0	0	0	3	4	0	0
"replicon"	"386315972"	0	0	0	1	0	4	0	7	0
"replicon"	"386318029"	0	0	0	1	0	1	1	0	0
"replicon"	"386320386"	0	0	0	0	0	1	0	0	0
"replicon"	"386326719"	0	36	17	0	0	67	37	0	0
"replicon"	"386331671"	0	0	0	0	0	1	0	0	0
"replicon"	"386336689"	1	2	7	0	0	2	1	2	0
"replicon"	"386343608"	3	20	57	1	0	69	34	9	0
"replicon"	"386345754"	0	0	0	0	0	2	0	2	0
"replicon"	"386361880"	0	1	1	1	0	6	6	8	1
"replicon"	"386577002"	0	0	2	1	0	7	1	1	0
"replicon"	"386578980"	0	0	2	1	0	3	1	3	0
"replicon"	"386581047"	0	1	1	0	0	1	2	0	0
"replicon"	"386583127"	0	1	1	0	0	3	0	0	0
"replicon"	"386585202"	0	0	0	0	0	2	0	1	0
"replicon"	"386587281"	0	0	1	0	0	2	0	1	0
"replicon"	"386589256"	0	2	10	0	0	5	1	0	0
"replicon"	"386593590"	0	26	16	1	0	64	15	16	2
"replicon"	"386597751"	0	31	27	30	1	64	24	80	3
"replicon"	"386602509"	0	0	0	1	0	0	0	11	0
"replicon"	"386602643"	0	28	26	27	2	80	28	90	3
"replicon"	"386607309"	0	24	12	1	0	57	46	8	0
"replicon"	"386611903"	0	0	0	0	0	0	0	1	0
"replicon"	"386611993"	0	0	0	0	0	4	0	0	0
"replicon"	"386612163"	0	26	13	2	1	44	17	18	0
"replicon"	"386617342"	0	0	0	8	0	1	0	17	0
"replicon"	"386617516"	0	177	71	157	6	349	55	649	6
"replicon"	"386622414"	0	31	19	13	0	78	22	69	1
"replicon"	"386627431"	0	0	0	0	0	0	0	5	0
"replicon"	"386627436"	0	0	0	0	0	0	0	4	0
"replicon"	"386627502"	1	40	27	21	0	83	27	99	2
"replicon"	"386632422"	1	32	31	23	0	101	24	121	0
"replicon"	"386637348"	179	0	0	0	0	0	0	2	0
"replicon"	"386637352"	1	34	19	30	1	71	20	106	1
"replicon"	"386698504"	0	21	7	1	0	58	24	7	0
"replicon"	"386703215"	0	22	6	3	0	61	13	22	0
"replicon"	"386707734"	0	29	19	0	0	36	12	17	0
"replicon"	"386716467"	0	165	124	191	1	337	137	2101	2
"replicon"	"386727822"	0	17	31	6	0	95	81	9	0
"replicon"	"386730646"	0	0	0	0	0	0	0	1	0
"replicon"	"386739353"	0	3	2	0	0	3	0	0	0
"replicon"	"386741417"	0	23	2	22	0	81	177	90	1
"replicon"	"386829725"	0	33	33	8	0	77	63	11	0
"replicon"	"386833612"	0	39	5	3	0	68	36	7	0
"replicon"	"387119833"	0	4	1	0	0	2	7	0	0
"replicon"	"387122089"	0	220	314	231	18	560	416	468	5
"replicon"	"387128982"	0	0	0	0	0	0	0	3	0
"replicon"	"387131618"	10	5	0	0	0	9	3	6	0
"replicon"	"387132089"	272	8	0	9	3	28	15	31	0
"replicon"	"387135561"	0	1	0	0	0	3	2	0	0
"replicon"	"387137613"	0	2	0	0	0	7	1	0	0
"replicon"	"387139674"	0	0	1	0	0	3	1	0	0
"replicon"	"387141638"	0	28	30	14	0	89	49	23	0
"replicon"	"387149188"	0	39	30	22	2	98	72	23	0
"replicon"	"387502364"	10	63	0	0	0	10	3	2	0
"replicon"	"387504713"	0	0	0	2	0	0	0	6	0
"replicon"	"387504721"	0	0	0	0	0	0	0	1	0
"replicon"	"387504828"	0	0	0	0	0	0	0	2	0
"replicon"	"387504934"	0	24	6	4	0	57	23	20	0
"replicon"	"387601291"	0	33	22	4	0	85	68	8	0
"replicon"	"387604868"	0	0	0	1	0	0	0	2	0
"replicon"	"387605479"	0	54	31	43	0	193	96	138	1
"replicon"	"387610385"	0	0	0	0	0	1	0	0	0
"replicon"	"387610477"	0	15	18	6	0	57	29	26	0
"replicon"	"387615190"	0	0	0	1	0	0	0	7	0
"replicon"	"387615344"	0	44	13	26	2	53	22	113	2
"replicon"	"387619774"	0	30	21	4	0	72	18	3	0
"replicon"	"387625543"	1	14	16	3	0	19	11	13	0
"replicon"	"387756560"	2	12	7	2	0	19	13	15	0
"replicon"	"387758384"	0	7	6	2	0	24	13	31	1
"replicon"	"387760314"	75	60	120	85	4	168	71	156	3
"replicon"	"387779217"	0	28	26	7	1	99	53	8	0
"replicon"	"387783149"	139	112	142	94	2	307	129	179	0
"replicon"	"387785181"	2	2	0	1	0	0	0	2	0
"replicon"	"387787130"	0	5	9	5	0	18	27	23	0
"replicon"	"387823261"	0	38	17	1	0	68	14	10	0
"replicon"	"387825439"	0	30	9	2	0	43	19	20	0
"replicon"	"387828053"	0	170	73	146	7	380	71	556	10
"replicon"	"387866146"	0	0	0	0	0	3	2	0	0
"replicon"	"387869382"	0	0	0	0	0	3	0	0	0
"replicon"	"387873410"	0	1	0	0	0	0	0	0	0
"replicon"	"387878539"	177	105	178	172	5	290	138	823	13
"replicon"	"387880559"	0	17	9	5	0	47	24	12	0
"replicon"	"387887350"	0	11	6	0	0	21	9	0	0
"replicon"	"387891255"	4	98	25	92	0	2566	59	1022	0
"replicon"	"387900762"	0	2	0	1	0	2	2	3	0
"replicon"	"387905813"	0	0	0	0	0	1	1	1	0
"replicon"	"387908808"	7	16	31	5	0	62	20	12	0
"replicon"	"388476123"	0	17	22	4	0	44	16	9	0
"replicon"	"389839000"	0	8	1	0	0	8	15	0	0
"replicon"	"389849360"	0	0	0	0	0	5	0	0	0
"replicon"	"389855709"	1	0	1	0	0	1	0	0	0
"replicon"	"389867183"	0	0	0	0	0	3	0	3	0
"replicon"	"389869887"	0	0	0	0	0	0	0	1	0
"replicon"	"389870171"	0	0	0	1	0	0	0	0	0
"replicon"	"389870257"	0	0	0	4	0	0	0	1	0
"replicon"	"389874236"	0	0	0	2	0	0	0	6	0
"replicon"	"392301696"	0	0	0	0	0	1	0	0	0
"replicon"	"392301780"	0	0	0	0	0	0	1	0	0
"replicon"	"392301804"	0	0	1	0	0	1	1	0	0
"replicon"	"392301816"	0	0	4	0	0	2	5	0	0
"replicon"	"392301828"	0	0	1	0	0	2	4	0	0
"replicon"	"392301840"	0	0	0	0	0	0	3	0	0
"replicon"	"392301900"	0	1	1	0	0	0	2	0	0
"replicon"	"392301912"	0	0	3	0	0	1	3	0	0
"replicon"	"392301924"	0	0	0	0	0	0	4	0	0
"replicon"	"392301936"	0	0	1	0	0	0	4	0	0
"replicon"	"392301948"	0	2	2	0	0	0	0	0	0
"replicon"	"392301960"	0	1	2	0	0	0	3	0	0
"replicon"	"392301972"	0	1	1	0	0	1	4	0	0
"replicon"	"392301984"	0	3	2	0	0	15	12	0	0
"replicon"	"392301996"	0	0	1	0	0	0	0	0	0
"replicon"	"392302008"	0	0	1	0	0	0	3	0	0
"replicon"	"392302020"	0	0	2	0	0	1	0	0	0
"replicon"	"392389424"	0	1	0	0	0	2	0	0	0
"replicon"	"392399583"	0	93	14	1	0	231	17	0	0
"replicon"	"392419087"	0	3	0	1	0	55	1	4	0
"replicon"	"392427891"	0	2	3	7	0	8	2	21	0
"replicon"	"392976417"	0	1	0	0	0	0	0	0	0
"replicon"	"392976441"	0	0	0	0	0	0	1	0	0
"replicon"	"392976867"	0	25	24	2	0	62	58	55	0
"replicon"	"392981410"	0	65	22	201	1	173	47	1809	0
"replicon"	"392987295"	0	2	0	0	0	2	0	1	0
"replicon"	"393198727"	0	1	0	0	0	0	1	0	0
"replicon"	"395443650"	0	0	1	0	0	13	1	5	0
"replicon"	"397648808"	0	2	0	1	0	1	0	3	0
"replicon"	"397652752"	0	6	0	0	0	13	2	1	0
"replicon"	"397655102"	0	25	13	0	0	70	35	25	1
"replicon"	"397660804"	0	1	0	1	0	0	0	7	0
"replicon"	"397668839"	0	2	0	1	0	5	0	11	0
"replicon"	"397685123"	0	0	0	0	0	10	1	0	0
"replicon"	"397692770"	0	1	0	0	0	5	0	1	0
"replicon"	"397698583"	0	32	0	17	3	54	69	57	1
"replicon"	"398255449"	0	178	1364	1	2	572	2936	1	0
"replicon"	"399529119"	0	0	0	0	0	0	0	2	0
"replicon"	"401761514"	0	57	59	11	0	135	60	150	0
"replicon"	"401823911"	0	0	38	0	0	0	3	0	0
"replicon"	"402479281"	0	166	1514	1	0	610	3083	1	0
"replicon"	"402552844"	0	1	0	0	0	0	2	0	0
"replicon"	"402564811"	0	0	0	0	0	0	1	7	0
"replicon"	"402567932"	0	0	0	0	0	0	0	1	0
"replicon"	"402778297"	0	27	27	210	12	71	44	843	5
"replicon"	"403056439"	0	3	1	1	0	16	4	0	0
"replicon"	"403060703"	0	0	4	0	0	1	1	1	0
"replicon"	"403514032"	0	0	0	1	0	1	0	0	0
"replicon"	"403521294"	0	0	0	0	0	1	0	0	0
"replicon"	"404434716"	0	0	0	0	0	1	3	0	0
"replicon"	"404434717"	0	0	0	0	0	1	2	0	0
"replicon"	"404477334"	0	32	28	6	1	78	65	6	0
"replicon"	"405759923"	3	19	5	8	2	65	16	32	1
"replicon"	"406025807"	0	0	0	0	0	0	0	2	0
"replicon"	"406025865"	0	2	0	0	0	8	0	0	0
"replicon"	"406028180"	0	0	0	1	0	0	0	1	0
"replicon"	"406598989"	0	25	0	0	0	3	0	0	0
"replicon"	"406678922"	0	0	0	0	0	0	0	2	0
"replicon"	"406679016"	0	0	0	0	0	0	0	4	0
"replicon"	"406679107"	0	0	0	1	0	0	0	0	1
"replicon"	"406679199"	0	0	0	0	0	0	0	1	0
"replicon"	"406679291"	0	0	0	0	0	0	0	2	0
"replicon"	"406708523"	0	2	11	52	3	2	3	85	2
"replicon"	"407450786"	0	0	0	0	0	3	0	0	0
"replicon"	"407466711"	0	31	6	2	0	52	12	19	0
"replicon"	"407471876"	0	0	0	0	0	0	0	1	0
"replicon"	"407479587"	0	20	10	4	0	47	22	26	0
"replicon"	"407484675"	0	0	0	2	0	0	0	4	0
"replicon"	"407484805"	0	0	0	0	0	0	0	2	0
"replicon"	"407691594"	0	72	164	5	0	281	281	1	0
"replicon"	"407693844"	0	0	0	0	0	0	0	2	0
"replicon"	"407717513"	0	3	0	0	0	0	0	0	0
"replicon"	"407930685"	0	160	244	246	8	455	286	429	9
"replicon"	"407934369"	13	50	0	0	0	18	5	1	0
"replicon"	"407936729"	0	3	0	1	0	3	0	9	0
"replicon"	"408400746"	0	1	0	1	0	4	0	8	0
"replicon"	"408414082"	0	0	0	0	0	3	0	6	0
"replicon"	"408669191"	2	3	0	0	0	1	0	0	0
"replicon"	"408905835"	1	0	0	0	0	0	0	0	0
"replicon"	"408905844"	0	0	0	0	0	1	0	0	0
"replicon"	"409247109"	0	1	0	0	0	3	0	0	0
"replicon"	"409913960"	0	4	0	5	1	7	3	13	0
"replicon"	"409995665"	0	6	0	1	0	12	5	2	0
"replicon"	"410032027"	0	8	52	0	0	28	177	0	0
"replicon"	"410417816"	0	1	0	0	0	1	0	4	0
"replicon"	"410470815"	0	2	2	0	0	1	0	2	0
"replicon"	"410475456"	0	2	0	0	0	2	4	6	0
"replicon"	"410475457"	2	3	7	7	0	20	18	16	0
"replicon"	"410480052"	0	0	0	0	0	0	0	1	0
"replicon"	"410480139"	0	21	8	4	0	41	12	15	0
"replicon"	"410593712"	0	3	7	10	0	5	1	32	0
"replicon"	"410683947"	0	1	0	0	0	0	0	0	0
"replicon"	"41189515"	0	0	0	1	0	0	0	0	0
"replicon"	"412337338"	0	1	1	1	0	3	0	4	0
"replicon"	"414073323"	0	3	0	0	0	0	0	0	0
"replicon"	"417358931"	0	2	1	0	0	8	13	0	0
